Date,S&P500_Close,S&P500_High,S&P500_Low,S&P500_Open,S&P500_Volume,S&P500_%Change,VIX_Open,VIX_High,VIX_Low,VIX_Close,VFIX_Open,VFIX_High,VFIX_Low,VFIX_Close,OilFutures_Price,OilFutures_Open,OilFutures_High,OilFutures_Low,OilFutures_Vol,OilFutures_Change%
09/30/24,5762.47998046875,5765.14013671875,5703.52978515625,5726.52001953125,4425730000,-0.203024701296111,17.01,17.79,16.47,16.73,531.8,531.8,531.8,531.8,67.77,68.08,68.83,67.14,189.29,0.0015
10/01/24,5708.75,5757.72998046875,5681.27978515625,5757.72998046875,4025180000,-0.0824297874543524,16.96,20.73,16.61,19.26,526.86,526.86,526.86,526.86,69.39,68.05,71.36,65.99,353.03,0.0239
10/02/24,5709.5400390625,5719.6298828125,5674,5698.14013671875,3829050000,-0.185852652178673,19.65,20.36,18.58,18.9,526.96,526.96,526.96,526.96,69.69,70.3,71.95,69.45,241.14,0.0043
10/03/24,5699.93994140625,5718.77978515625,5677.3701171875,5698.18994140625,3597450000,-0.19879180421885,19.63,20.75,19.16,20.49,526.07,526.07,526.07,526.07,73.17,70.49,73.51,70.08,275.08,0.0499
10/04/24,5751.06982421875,5753.2099609375,5702.830078125,5737.47998046875,3479400000,0.658604115980183,20.48,20.48,18.48,19.21,530.9,530.9,530.9,530.9,73.68,73.35,74.84,72.94,262.04,0.007
10/07/24,5695.93994140625,5739.33984375,5686.85009765625,5737.7998046875,3637790000,-0.230740017715794,20.76,23.03,20.65,22.64,525.81,525.81,525.81,525.81,76.47,73.76,76.7,73.01,257.21,0.0379
10/08/24,5751.1298828125,5757.60009765625,5714.56005859375,5719.14013671875,3393400000,0.407311094413896,22.92,23.14,21.14,21.42,530.91,530.91,530.91,530.91,72.98,76.63,77.7,72.12,329.53,-0.0456
10/09/24,5792.0400390625,5796.7998046875,5745.02001953125,5751.7998046875,3650340000,0.0116485262661532,21.98,22.01,20.71,20.86,534.7,534.7,534.7,534.7,72.59,73.27,73.82,71,228.02,-0.0053
10/10/24,5780.0498046875,5795.02978515625,5764.759765625,5778.35986328125,3208790000,-0.236189247467016,20.91,21.39,20.64,20.93,533.67,533.67,533.67,533.67,75.11,72.73,75.45,72.62,206.39,0.0347
10/11/24,5815.02978515625,5822.1298828125,5775.08984375,5775.08984375,3208720000,-0.0858117335507659,20.87,21.16,20.14,20.46,536.9,536.9,536.9,536.9,74.85,75,75.28,73.85,217.34,-0.0035
10/14/24,5859.85009765625,5871.41015625,5829.56982421875,5829.81005859375,3005250000,0.254173649724528,20.86,20.86,19.69,19.7,541.03,541.03,541.03,541.03,73.24,74.26,74.35,71.24,174.47,-0.0215
10/15/24,5815.259765625,5870.35986328125,5804.47998046875,5866.740234375,3882120000,0.117582132715406,19.61,20.89,19.44,20.64,536.96,536.96,536.96,536.96,70.01,71.14,71.57,69.2,244.86,-0.0441
10/16/24,5842.47021484375,5846.52001953125,5808.33984375,5816.580078125,3467230000,0.0227042738108553,20.77,21.01,19.45,19.58,539.48,539.48,539.48,539.48,69.82,70.39,70.69,69.12,181.55,-0.0027
10/17/24,5841.47021484375,5878.4599609375,5840.25,5875.6201171875,3480010000,0.567395316103234,19.55,19.65,18.88,19.11,539.39,539.39,539.39,539.39,70.09,70.11,70.53,68.89,228.84,0.0039
10/18/24,5864.669921875,5872.169921875,5846.10986328125,5859.43017578125,3374490000,0.3074561758761,19.3,19.32,17.99,18.03,541.56,541.56,541.56,541.56,68.69,70.17,70.67,68.17,335.56,-0.02
10/21/24,5853.97998046875,5866.919921875,5824.7900390625,5857.81982421875,3407010000,-0.116802782552167,18.78,19.34,18.36,18.37,540.59,540.59,540.59,540.59,70.04,68.94,70.39,68.46,302.75,0.0197
10/22/24,5851.2001953125,5863.0400390625,5821.169921875,5832.7001953125,3342080000,-0.363509701557709,18.79,19.44,18.05,18.2,540.33,540.33,540.33,540.33,71.74,69.96,72.09,69.35,330.46,0.0243
10/23/24,5797.419921875,5834.85009765625,5762.41015625,5834.5,3532650000,-0.285414867976639,18.21,20.47,18.18,19.24,535.37,535.37,535.37,535.37,70.37,70.94,71.29,69.76,119.31,-0.0191
10/24/24,5809.85986328125,5817.7998046875,5784.919921875,5817.7998046875,3543030000,0.351533666478117,18.87,20.24,18.63,19.08,536.52,536.52,536.52,536.52,69.84,70.62,71.87,69.41,83.73,-0.0075
10/25/24,5808.1201171875,5862.81982421875,5799.97998046875,5826.75,3501280000,0.290715045047763,19.22,20.51,18.23,20.33,536.36,536.36,536.36,536.36,71.35,70.02,71.52,69.63,99.41,0.0216
10/28/24,5823.52001953125,5842.919921875,5823.080078125,5833.93017578125,3691280000,0.444378870839334,19.11,19.88,18.91,19.8,537.78,537.78,537.78,537.78,66.98,68.58,68.6,66.59,141.39,-0.0612
10/29/24,5832.919921875,5847.18994140625,5802.169921875,5819.68017578125,3879100000,-0.0659368172019967,19.75,20.53,19.06,19.34,538.65,538.65,538.65,538.65,66.81,67.63,68.09,66.32,93.13,-0.0025
10/30/24,5813.669921875,5850.93994140625,5811.27978515625,5832.64990234375,3851120000,-0.00462923432631665,19.33,20.44,19.3,20.35,536.88,536.88,536.88,536.88,68.18,66.97,68.73,66.88,92.73,0.0205
10/31/24,5705.4501953125,5775.33984375,5702.85986328125,5775.33984375,4425660000,-0.659309500540718,21.44,23.42,21.12,23.16,526.93,526.93,526.93,526.93,68.81,68.65,70.31,67.87,109.2,0.0092
11/01/24,5728.7998046875,5772.52001953125,5723.22021484375,5723.22021484375,3796450000,0.311456921416114,22.96,23.09,21.16,21.88,529.1,529.1,529.1,529.1,69.08,69.96,70.95,68.9,110.38,0.0039
11/04/24,5712.68994140625,5741.43017578125,5696.509765625,5725.14990234375,3602060000,-0.0637114660694466,22.5,23.07,21.73,21.98,527.63,527.63,527.63,527.63,71.03,69.87,71.36,69.84,108.26,0.0282
11/05/24,5782.759765625,5783.43994140625,5722.10009765625,5722.43017578125,3768310000,0.170501715914978,21.98,22.06,20.2,20.49,534.11,534.11,534.11,534.11,71.56,71.17,72.2,70.86,108.65,0.0075
11/06/24,5929.0400390625,5936.14013671875,5864.89013671875,5864.89013671875,6329530000,1.42026254630125,16.06,16.82,15.44,16.27,547.62,547.62,547.62,547.62,71.24,71.57,72.18,69.35,158.53,-0.0045
11/07/24,5973.10009765625,5983.83984375,5947.2099609375,5947.2099609375,4925740000,0.306456386789269,15.86,15.86,15.13,15.2,551.7,551.7,551.7,551.7,71.96,71.41,72.41,70.27,187.3,0.0101
11/08/24,5995.5400390625,6012.4501953125,5976.759765625,5976.759765625,4666740000,0.0612691551944022,15.13,15.33,14.66,14.94,553.89,553.89,553.89,553.89,70.11,71.8,71.87,69.67,211.74,-0.0257
11/11/24,6001.35009765625,6017.31005859375,5986.68994140625,6008.85986328125,4333000000,0.222162209441817,15.33,15.56,14.89,14.97,554.42,554.42,554.42,554.42,67.92,69.99,70.3,67.79,215.31,-0.0312
11/12/24,5983.990234375,6009.919921875,5960.080078125,6003.60009765625,4243400000,0.0374915637879335,15.09,15.37,14.69,14.71,552.85,552.85,552.85,552.85,67.97,68.04,68.97,67.65,181.18,0.0007
11/13/24,5985.3798828125,6008.18994140625,5965.91015625,5985.75,4220180000,0.0294078960037574,15.09,15.26,13.77,14.02,553,553,553,553,68.26,67.82,68.69,66.8,254.21,0.0043
11/14/24,5949.169921875,5993.8798828125,5942.27978515625,5989.68017578125,4184570000,0.0718466171395175,14.17,14.32,13.59,14.31,549.72,549.72,549.72,549.72,68.53,67.97,69.24,67.77,176.09,0.004
11/15/24,5870.6201171875,5915.31982421875,5853.009765625,5912.7900390625,4590960000,-0.611511913262584,15.02,17.55,14.56,16.14,542.53,542.53,542.53,542.53,66.92,68.45,68.51,66.71,200.77,-0.0235
11/18/24,5893.6201171875,5908.1201171875,5865.9501953125,5874.169921875,3983860000,0.0604672865325962,16.6,17,15.35,15.58,544.73,544.73,544.73,544.73,69.17,66.77,69.37,66.53,300.55,0.0336
11/19/24,5916.97998046875,5923.509765625,5855.2900390625,5870.0498046875,4036940000,-0.399929279989766,15.44,17.93,15.37,16.35,546.89,546.89,546.89,546.89,69.24,69.08,69.74,68.48,349.7,0.001
11/20/24,5917.10986328125,5920.669921875,5860.56005859375,5914.33984375,3772620000,-0.0446196662396151,16.19,18.79,16.04,17.16,546.92,546.92,546.92,546.92,68.75,69.28,69.96,68.64,235.64,-0.0071
11/21/24,5948.7099609375,5963.31982421875,5887.259765625,5940.580078125,4230120000,0.396649975850456,17.1,17.99,15.73,16.87,549.92,549.92,549.92,549.92,69.77,68.83,70.09,68.62,131.44,0.0148
11/22/24,5969.33984375,5972.89990234375,5944.35986328125,5944.35986328125,4141420000,-0.0731267398278809,16.67,17.56,15.24,15.24,551.85,551.85,551.85,551.85,70.77,69.85,71.02,68.96,209.42,0.0143
11/25/24,5987.3701171875,6020.75,5963.91015625,5992.27978515625,5633150000,0.384296119951497,15.23,15.72,14.54,14.6,553.52,553.52,553.52,553.52,68.58,70.96,70.96,68.36,146.7,-0.0309
11/26/24,6021.6298828125,6025.419921875,5992.27001953125,6000.02978515625,3835170000,0.211439542252597,14.95,15.03,13.88,14.1,556.72,556.72,556.72,556.72,68.44,68.7,69.91,67.73,98.59,-0.002
11/27/24,5998.740234375,6020.16015625,5984.8701171875,6014.10986328125,3363340000,-0.124883456432856,14.28,15.13,13.96,14.1,554.63,554.63,554.63,554.63,68.35,68.57,69.01,67.81,87.85,-0.0013
11/29/24,6032.3798828125,6044.169921875,6003.97998046875,6003.97998046875,2444420000,0.0873474411131243,14,14.15,13.49,13.51,557.79,557.79,557.79,557.79,67.72,68.39,69.32,67.6,106.39,-0.0092
12/02/24,6047.14990234375,6053.580078125,6035.330078125,6040.10986328125,4412470000,0.128141473496626,14.08,14.1,13.3,13.34,559.22,559.22,559.22,559.22,67.84,67.77,68.83,67.44,95,0.0018
12/03/24,6049.8798828125,6052.06982421875,6033.39013671875,6042.97021484375,4095000000,-0.0691183047799103,13.38,13.77,13.19,13.3,559.48,559.48,559.48,559.48,69.54,67.89,69.83,67.65,134.42,0.0251
12/04/24,6086.490234375,6089.83984375,6061.06005859375,6069.39013671875,4003390000,0.322489938381718,13.16,13.61,12.89,13.45,562.87,562.87,562.87,562.87,68.19,69.58,70.11,68.14,141.67,-0.0194
12/05/24,6075.10986328125,6094.5498046875,6072.89990234375,6089.02978515625,4212020000,0.0417243876759588,13.46,13.7,13.26,13.54,561.85,561.85,561.85,561.85,67.96,68.38,68.77,67.66,129.14,-0.0034
12/06/24,6090.27001953125,6099.97021484375,6079.97998046875,6081.3798828125,3924830000,0.103208331575151,13.62,13.74,12.7,12.77,563.32,563.32,563.32,563.32,66.98,68.08,68.13,66.71,207.12,-0.0144
12/09/24,6052.85009765625,6088.509765625,6048.6298828125,6083.009765625,4556460000,-0.119210706306398,13.36,14.23,13.35,14.19,559.93,559.93,559.93,559.93,68.09,66.93,68.59,66.85,176.71,0.0166
12/10/24,6034.91015625,6065.39990234375,6029.89013671875,6057.58984375,4048410000,0.0783060214160152,14.3,14.54,13.86,14.18,558.27,558.27,558.27,558.27,68.27,67.86,68.72,67.45,157.46,0.0026
12/11/24,6084.18994140625,6092.58984375,6060.14990234375,6060.14990234375,4269950000,0.418229028109237,14.42,14.43,13.52,13.58,562.84,562.84,562.84,562.84,69.87,68.15,70.08,68.12,231.68,0.0234
12/12/24,6051.25,6079.68017578125,6051.25,6074.2900390625,3678010000,-0.16271520841872,13.73,13.95,13.39,13.92,559.79,559.79,559.79,559.79,69.66,69.97,70.27,68.74,231.02,-0.003
12/13/24,6051.08984375,6078.580078125,6035.77001953125,6068.169921875,3584960000,0.27961035942987,13.57,14.25,13.24,13.81,559.84,559.84,559.84,559.84,70.82,69.64,70.94,69.51,201.26,0.0167
12/16/24,6074.080078125,6085.18994140625,6059.14013671875,6063.7900390625,4391100000,0.209882775507253,14.37,14.69,13.99,14.69,562.04,562.04,562.04,562.04,70.29,71,71,69.98,210.75,-0.0075
12/17/24,6050.60986328125,6057.68017578125,6035.18994140625,6052.5498046875,4544500000,-0.354461468412944,14.98,15.94,14.78,15.87,559.88,559.88,559.88,559.88,69.65,70.23,70.54,68.81,280.9,-0.0091
12/18/24,5872.16015625,6070.669921875,5867.7900390625,6047.64990234375,5246960000,-0.0489200428449837,15.57,28.32,14.82,27.62,543.37,543.37,543.37,543.37,70.02,69.82,70.8,69.39,326.61,0.0053
12/19/24,5867.080078125,5935.52001953125,5866.06982421875,5912.7099609375,4896880000,0.690543234661968,21.61,24.12,20.16,24.09,542.9,542.9,542.9,542.9,69.38,69.6,70.58,69.1,291.66,-0.0091
12/20/24,5930.85009765625,5982.06005859375,5832.2998046875,5842,8223220000,-0.427471208693901,24.14,26.51,17.82,18.36,548.83,548.83,548.83,548.83,69.02,68.83,69.38,68.05,114.62,-0.0052
12/23/24,5974.06982421875,5978.25,5902.56982421875,5940.25,3593280000,0.158491652781186,18.09,20.02,16.74,16.78,551.24,551.24,551.24,551.24,68.81,68.97,69.5,68.22,90.95,-0.003
12/24/24,6040.0400390625,6040.10009765625,5981.43994140625,5984.6298828125,1757720000,0.176764900720439,16.97,17.04,14.27,14.27,557.32,557.32,557.32,557.32,69.64,69.04,69.94,68.95,40.39,0.0121
12/26/24,6037.58984375,6049.75,6007.3701171875,6024.97021484375,2904530000,-0.249498747049515,14.99,15.93,14.55,14.73,557.14,557.14,557.14,557.14,69.23,69.72,70.25,68.94,69.64,-0.0059
12/27/24,5970.83984375,6006.169921875,5932.9501953125,6006.169921875,3159610000,-0.520405040556462,15.38,18.45,15.29,15.95,551.02,551.02,551.02,551.02,70.18,69.27,70.32,69.06,79.13,0.0137
12/30/24,5906.93994140625,5940.7900390625,5869.16015625,5920.669921875,3433250000,-0.840248996588237,17.21,19.22,16.44,17.4,545.13,545.13,545.13,545.13,70.53,70,71.05,69.75,93.1,0.005
12/31/24,5881.6298828125,5929.740234375,5868.85986328125,5919.740234375,3128350000,0.216699223214087,17.39,17.81,16.68,17.35,542.84,542.84,542.84,542.84,71.25,70.69,71.52,70.43,63.63,0.0102
01/02/25,5868.5498046875,5935.08984375,5829.52978515625,5903.259765625,3621680000,0.367753212008589,17.21,19.5,16.96,17.93,541.64,541.64,541.64,541.64,72.5,71.45,73.12,71.31,182.49,0.0175
01/03/25,5942.47021484375,5949.33984375,5888.66015625,5891.06982421875,3667340000,0.383740792542344,17.66,17.94,16.11,16.13,548.51,548.51,548.51,548.51,73.21,72.46,73.5,72.1,220.66,0.0098
01/06/25,5975.3798828125,6021.0400390625,5960.009765625,5982.81005859375,4940120000,0.678839645661744,16.77,16.87,15.71,16.04,551.58,551.58,551.58,551.58,72.92,73.31,74.18,72.54,221.84,-0.004
01/07/25,5909.02978515625,6000.68017578125,5890.68017578125,5993.259765625,4517330000,0.299225876231392,16.48,18.9,15.79,17.82,545.46,545.46,545.46,545.46,73.57,72.81,73.82,72.51,188.74,0.0089
01/08/25,5918.25,5927.89013671875,5874.77978515625,5910.66015625,4441740000,0.0275911808372597,17.91,19.5,17.37,17.7,546.32,546.32,546.32,546.32,72.67,73.81,74.44,72.51,261.48,-0.0122
01/10/25,5827.0400390625,5890.35009765625,5807.77978515625,5890.35009765625,4751930000,-0.471421490199806,18.29,20.31,18.05,19.54,538,538,538,538,75.75,73.57,76.89,73.33,448.29,0.0343
01/13/25,5836.22021484375,5838.60986328125,5773.31005859375,5782.02001953125,4421200000,-0.772605288953758,21.18,22.04,19.15,19.19,538.84,538.84,538.84,538.84,77.3,75.68,77.64,75.67,493.44,0.0205
01/14/25,5842.91015625,5871.919921875,5805.419921875,5859.27001953125,4142280000,0.394944053496739,18.79,19.66,18.24,18.71,539.46,539.46,539.46,539.46,76.37,77.24,77.51,76.2,338.2,-0.012
01/15/25,5949.91015625,5960.60986328125,5905.2099609375,5905.2099609375,4544570000,1.06624615168624,19.08,19.14,15.96,16.12,549.39,549.39,549.39,549.39,78.71,76.84,79.39,76.16,355.67,0.0306
01/16/25,5937.33984375,5964.68994140625,5930.72021484375,5963.60986328125,4285810000,0.230250653732298,15.87,16.6,15.64,16.6,548.24,548.24,548.24,548.24,78.68,80.4,80.59,77.87,159.95,-0.0004
01/17/25,5996.66015625,6014.9599609375,5978.43994140625,5995.39990234375,4366830000,0.977879995447246,16.19,16.23,15.53,15.97,553.73,553.73,553.73,553.73,77.88,78.75,79.44,77.76,112.41,-0.0102
01/21/25,6049.240234375,6051.509765625,6006.8798828125,6014.1201171875,4702920000,0.291161421233825,16.29,16.29,14.93,15.06,558.59,558.59,558.59,558.59,75.89,78.19,78.47,75.49,28.41,-0.0256
01/22/25,6086.3701171875,6100.81005859375,6076.1298828125,6081.39013671875,4323040000,0.531470087120316,14.89,15.29,14.59,15.1,562.03,562.03,562.03,562.03,75.44,75.88,76.45,75.28,315.33,-0.0059
01/23/25,6118.7099609375,6118.72998046875,6074.669921875,6076.31982421875,4432250000,-0.165127863985278,15.28,15.39,14.59,15.02,565.02,565.02,565.02,565.02,74.62,75.39,76,74.14,350.69,-0.0109
01/24/25,6101.240234375,6128.18017578125,6088.740234375,6121.43017578125,4214250000,0.0444573261539792,15.02,15.16,14.58,14.85,563.46,563.46,563.46,563.46,74.66,74.3,75.21,74.01,319.68,0.0005
01/27/25,6012.27978515625,6017.169921875,5962.919921875,5969.0400390625,5198750000,-2.16677577400855,18.83,22.51,17.57,17.9,555.24,555.24,555.24,555.24,73.17,74.54,75.15,72.38,334.42,-0.02
01/28/25,6067.7001953125,6074.5400390625,5994.6298828125,6026.97021484375,4473640000,0.2443404201476,18.29,18.39,16.25,16.41,560.36,560.36,560.36,560.36,73.77,73.15,74.31,72.93,326.08,0.0082
01/29/25,6039.31005859375,6062.830078125,6012.9599609375,6057.7001953125,4115310000,-0.164807087992339,16.42,18.08,16.17,16.56,557.73,557.73,557.73,557.73,72.62,73.95,74.08,72.33,312.73,-0.0156
01/30/25,6071.169921875,6086.64013671875,6027.4599609375,6050.75,4634620000,0.189424641147068,15.93,16.42,15.32,15.84,560.68,560.68,560.68,560.68,72.73,73,73.84,72.02,336.48,0.0015
01/31/25,6040.52978515625,6120.91015625,6030.93017578125,6096.7900390625,4843770000,0.421996378246445,15.45,17.09,14.9,16.43,557.89,557.89,557.89,557.89,72.53,73.2,73.84,71.94,376.34,-0.0027
02/03/25,5994.56982421875,6022.1298828125,5923.93017578125,5969.64990234375,4797210000,-1.17340507097039,20.36,20.42,17.66,18.62,553.67,553.67,553.67,553.67,73.16,74.14,75.18,72.05,517.85,0.0087
02/04/25,6037.8798828125,6042.47998046875,5990.8701171875,5998.14013671875,4410160000,0.0595591110737509,18.78,19.11,16.78,17.21,557.67,557.67,557.67,557.67,72.7,72.35,73.35,70.67,452.96,-0.0063
02/05/25,6061.47998046875,6062.85986328125,6007.06005859375,6020.4501953125,4756250000,-0.288672312770175,17.54,17.75,15.77,15.77,559.87,559.87,559.87,559.87,71.03,72.76,72.97,70.96,289.9,-0.023
02/06/25,6083.56982421875,6084.02978515625,6046.830078125,6072.22021484375,4847120000,0.177188317203176,15.88,16.15,14.99,15.5,561.91,561.91,561.91,561.91,70.61,71.18,71.85,70.43,299.04,-0.0059
02/07/25,6025.990234375,6101.27978515625,6019.9599609375,6083.1298828125,4766900000,-0.00723163239613999,15.38,16.66,14.79,16.54,556.61,556.61,556.61,556.61,71,70.56,71.41,70.47,273.77,0.0055
02/10/25,6066.43994140625,6073.3798828125,6044.83984375,6046.39990234375,4458760000,0.338694010028824,16.58,16.61,15.7,15.81,560.42,560.42,560.42,560.42,72.01,70.77,72.2,70.61,160.44,0.0142
02/11/25,6068.5,6076.27978515625,6042.33984375,6049.31982421875,4324880000,-0.282210280705943,16.13,16.42,15.75,16.02,560.62,560.62,560.62,560.62,73.08,72.11,73.33,72,195.49,0.0149
02/12/25,6051.97021484375,6063,6003,6025.080078125,4627960000,-0.715496776386257,15.91,17.18,15.64,15.89,559.15,559.15,559.15,559.15,71.24,72.98,73,71.03,221.77,-0.0252
02/13/25,6115.06982421875,6116.91015625,6050.9501953125,6060.58984375,4763800000,0.142426823005647,15.97,16.33,14.98,15.1,564.99,564.99,564.99,564.99,71.14,71.08,71.46,70.16,220.02,-0.0014
02/14/25,6114.6298828125,6127.47021484375,6107.6201171875,6115.52001953125,4335190000,0.00736206331965336,15.08,15.42,14.74,14.77,565.07,565.07,565.07,565.07,70.71,71.38,71.88,70.5,213.47,-0.006
02/18/25,6129.580078125,6129.6298828125,6099.509765625,6121.60009765625,4684980000,0.113992424354947,15.57,16.03,15.35,15.35,566.53,566.53,566.53,566.53,71.85,70.7,72.07,70.12,130.94,0.0161
02/19/25,6144.14990234375,6147.43017578125,6111.14990234375,6117.759765625,4562330000,-0.192840493954616,15.14,15.96,15.05,15.27,567.89,567.89,567.89,567.89,72.25,71.78,73.04,71.71,69.01,0.0056
02/20/25,6117.52001953125,6134.5,6084.58984375,6134.5,4813690000,-0.157058380689393,15.61,16.63,15.12,15.66,565.5,565.5,565.5,565.5,72.57,72.18,73.25,71.85,26.71,0.0044
02/21/25,6013.1298828125,6114.81982421875,6008.56005859375,6114.10009765625,5434560000,-0.0559037300095676,15.63,19.03,15.28,18.21,555.87,555.87,555.87,555.87,70.4,72.58,72.77,70.17,268.47,-0.0299
02/24/25,5983.25,6043.64990234375,5977.830078125,6026.68994140625,4990120000,0.225507495397848,18.08,20.24,17.31,18.98,553.12,553.12,553.12,553.12,70.7,69.8,70.94,69.8,205.47,0.0043
02/25/25,5955.25,5992.64990234375,5908.490234375,5982.72998046875,5374690000,-0.00869125527514311,19.09,21.48,18.85,19.43,550.54,550.54,550.54,550.54,68.93,70.92,71.26,68.68,267.31,-0.025
02/26/25,5956.06005859375,6009.81982421875,5932.68994140625,5970.8701171875,4869580000,0.262291544225683,18.96,20.06,17.83,19.1,550.62,550.62,550.62,550.62,68.62,69.11,69.28,68.36,255.6,-0.0045
02/27/25,5861.56982421875,5993.68994140625,5858.77978515625,5981.8798828125,5057680000,0.433505101774379,18.25,21.47,17.67,21.13,541.89,541.89,541.89,541.89,70.35,68.82,70.54,68.61,265.93,0.0252
02/28/25,5954.5,5959.39990234375,5837.66015625,5856.740234375,6441140000,-0.0823941365296916,21.21,22.4,19.05,19.63,550.55,550.55,550.55,550.55,69.76,70.17,70.29,69.14,250.07,-0.0084
03/03/25,5849.72021484375,5986.08984375,5810.91015625,5968.330078125,5613850000,0.232262627004786,19.83,24.31,19.25,22.78,540.9,540.9,540.9,540.9,68.37,69.95,70.6,67.89,332.75,-0.0199
03/04/25,5778.14990234375,5865.080078125,5732.58984375,5811.97998046875,6138110000,-0.645163067444382,22.96,26.35,21.71,23.51,534.3,534.3,534.3,534.3,68.26,68.46,68.56,66.77,386.75,-0.0016
03/05/25,5842.6298828125,5860.58984375,5742.35009765625,5781.35986328125,5285970000,0.055553438241503,23.03,24.84,21.37,21.93,540.27,540.27,540.27,540.27,66.31,68.08,68.1,65.22,382.49,-0.0286
03/06/25,5738.52001953125,5812.080078125,5711.64013671875,5785.8701171875,5165080000,-0.971476317402417,22.6,25.92,22.39,24.87,530.66,530.66,530.66,530.66,66.36,66.39,67.09,65.59,341.63,0.0008
03/07/25,5770.2001953125,5783.009765625,5666.2900390625,5726.009765625,5705140000,-0.218004883901614,24.85,26.56,23.09,23.37,533.66,533.66,533.66,533.66,67.04,66.34,68.22,66.12,329.71,0.0102
03/10/25,5614.56005859375,5705.3701171875,5564.02001953125,5705.3701171875,6409370000,-1.12353256265988,24.7,29.56,24.68,27.86,519.36,519.36,519.36,519.36,65.68,66.78,67.24,65.45,173.46,-0.0203
03/11/25,5572.06982421875,5636.2998046875,5528.41015625,5603.64990234375,6221240000,-0.194318987349698,27.94,29.57,26.18,26.92,515.43,515.43,515.43,515.43,65.93,65.6,66.79,65,134.71,0.0038
03/12/25,5599.2998046875,5642.18994140625,5546.08984375,5624.83984375,5219830000,0.947045194981001,26.88,26.91,23.89,24.23,517.96,517.96,517.96,517.96,67.38,66.31,67.53,65.83,175.05,0.022
03/13/25,5521.52001953125,5597.77978515625,5504.64990234375,5594.4501953125,5018980000,-0.0866109968060669,24.92,26.13,23.46,24.66,510.8,510.8,510.8,510.8,66.27,67.38,67.65,66.08,212.01,-0.0165
03/14/25,5638.93994140625,5645.27001953125,5563.85009765625,5563.85009765625,4863180000,0.766638135427672,24.35,24.36,21.48,21.77,521.77,521.77,521.77,521.77,66.91,66.48,67.19,66.33,161.84,0.0097
